id,user_id,sentiment,text,processed_text,hashtags
241095680922353664,91965564,positive,"Egypt's Morsi gets red carpet welcome in Iran: TEHRAN, Aug 29: Egypt's Mohamed Morsi is in Iran for the first visit... http://goo.gl/Bt6iL ",egypt morsi get red carpet welcome iran tehran aug 29 egypt mohamed morsi iran first visit httpgooglbt6il,[]
262110858660941824,598554482,neutral,I need a shower and to start getting ready but I'm just sat in bed blogging and watching Celebrity Juice,need shower start getting ready im sat bed blogging watching celebrity juice,[]
264032758681178112,35182772,negative,@matt02392 is on the radio instead. MT @WaterlooRd: It's the first week without any Waterloo Road. Going to be a boring Thursday.,matt02392 radio instead mt waterloord first week without waterloo road going boring thursday,[]
249906355815714818,38519489,positive,"Ground hog day is such a good film, Sunday is for food and films #sunday",ground hog day good film sunday food film sunday,['sunday']
263807158368477185,37302488,positive,"If Seattle and Portland were knit together and covered by the California sun, you'd have San Fran. Kinda love it.",seattle portland knit together covered california sun youd san fran kinda love,[]
263995474636312576,523445120,negative,Niggas was really fighting at the gas station Sat night tho,nigga really fighting gas station sat night tho,[]
255514090754146305,27146510,objective,@fueltv @danaehite what about Holland?! 'Countdown to UFC 153: Silva vs. Bonnar' debuts Tuesday on FUEL TV http://tinyurl.com/9sx37dp ,fueltv danaehite holland countdown ufc 153 silva v bonnar debut tuesday fuel tv httptinyurlcom9sx37dp,[]
264117031207571456,210721816,objective-OR-neutral,BUENOS AIRES--Argentina late Wednesday approved a law to lower the legal voting age to 16 in a move that could s ... http://tf.to/a73FB ,buenos airesargentina late wednesday approved law lower legal voting age 16 move could httptftoa73fb,[]
263202753055182848,29262313,positive,"Apple's increasing ""skeumorphism"" - the wood and leather effects - Tim Cook canned Scott Forstall http://www.guardian.co.uk/technology/2012/oct/30/apple-tim-cook-ruthless-streak … no more dodgy effects",apple increasing skeumorphism wood leather effect tim cook canned scott forstall httpwwwguardiancouktechnology2012oct30appletimcookruthlessstreak dodgy effect,[]
261270806305312768,634861083,neutral,#.:Aubig Black Leather Camera Case Bag Pouch Case with Strap for Olympus OM-D OMD EM5 E-M5 Cyber Monday Deals http://teee.freeblog.biz/aubig-black-leather-camera-case-bag-pouch-case-with-strap-for-olympus-om-d-omd-em5-e-m5-cyber-monday-deals/ …,aubig black leather camera case bag pouch case strap olympus omd omd em5 em5 cyber monday deal httpteeefreeblogbizaubigblackleathercameracasebagpouchcasewithstrapforolympusomdomdem5em5cybermondaydeals,[]
261452323686072322,476857926,negative,@RaggyRach next Wednesday going to the Disney one. No chance Avril will go to the universal night #wimp,raggyrach next wednesday going disney one chance avril go universal night wimp,['wimp']
261536737497583616,62984265,objective-OR-neutral,"Man, I am going to change my vote based on Axl Rose's opinion said no one ever. Politico: C'MON MAN http://www.politico.com/blogs/click/2012/10/axl-rose-leans-toward-obama-147199.html?hp=r16 …",man going change vote based axl rose opinion said one ever politico cmon man httpwwwpoliticocomblogsclick201210axlroseleanstowardobama147199htmlhpr16,[]
264207505335394305,18751073,positive,"@AllieJayHey I hope all your loved ones back in Maryland are okay! I didn't see you, Wednesday. :)",alliejayhey hope loved one back maryland okay didnt see wednesday,[]
263916267776389120,428514641,positive,Yay Bruno Mars is coming out with a new album on December 11th.(; I MUST HAVE IT!!,yay bruno mar coming new album december 11th must,[]
212482020260052992,265238549,positive,"I'm Like.. Why the fuck ""Happy Valentines Day"" is trending on the 12th of June? but anyways, I just knew that it is celebrated in Brasil. Xx",im like fuck happy valentine day trending 12th june anyways knew celebrated brasil xx,[]
264191178113708034,221056106,neutral,@ImmortalTech Dublin this Saturday... Gotta get on the Guinness!!,immortaltech dublin saturday got ta get guinness,[]
259484418043953152,339989532,positive,Lady boner from Channing Tatum in the Vow right now and the fact that I get McDonald's breakfast tomorrow with @megnoel5250 #winning,lady boner channing tatum vow right fact get mcdonalds breakfast tomorrow megnoel5250 winning,['winning']
260593223708323841,34163754,negative,Being addicted to temple Run may be the worst thing that's happened to me haha.,addicted temple run may worst thing thats happened haha,[]
257055717360553984,134157989,objective-OR-neutral,"on Thursday, as Britney Spears, Jennifer Hudson, Halle Berry and others paid tribute to the singer at the Nokia Theatre in Los Angeles.",thursday britney spear jennifer hudson halle berry others paid tribute singer nokia theatre los angeles,[]
234318200240754688,71817244,neutral,"#Loanwatch: Ben Amos (Hull City) into extra time 1-1, in the 1st round of the League Cup.",loanwatch ben amos hull city extra time 11 1st round league cup,['Loanwatch']
263938554051305472,630234972,objective,Michael Jackson Bad 25 will air November 22 on ABC. Make sure you watch it! :) http://www.youtube.com/watch?v=1P0toSi4nbE&feature=youtube_gdata_player …,michael jackson bad 25 air november 22 abc make sure watch httpwwwyoutubecomwatchv1p0tosi4nbefeatureyoutube_gdata_player,[]
260207838461296640,574911622,positive,"@Bryn2renner forget about Dook now we own that series anyways! let's ""Beat State"" this saturday as we continue on to a succesful season.",bryn2renner forget dook series anyways let beat state saturday continue succesful season,[]
262879848740057088,284993124,objective-OR-neutral,FIFA is weird sometimes: You may remember the FIFA 12 video where Andy Carroll starting trying to hump Iker Casi... http://bit.ly/Rhfc4P ,fifa weird sometimes may remember fifa 12 video andy carroll starting trying hump iker casi httpbitlyrhfc4p,[]
264223454641913856,814319108,positive,"Long drive too Kentucky tomorrow hopefully gonna get the big buck we caught on cam, at least we got @ChaseRiceMusic playing in the Chevy! <3",long drive kentucky tomorrow hopefully gon na get big buck caught cam least got chasericemusic playing chevy 3,[]
264078591355138048,51123012,positive,Looking forward to seeing the Illegal Eagles at Dorking tomorrow night with Lin & Amigo. Best Eagles tribute band around. #illegaleagles,looking forward seeing illegal eagle dorking tomorrow night lin amigo best eagle tribute band around illegaleagles,['illegaleagles']
263889136757379072,19921353,positive,"Pakistan approves liberalised visa accord with India - Islamabad, Nov 1 (IANS) Pakistan has approved a liberalised v... http://ht.ly/2sYvdR ",pakistan approves liberalised visa accord india islamabad nov 1 ians pakistan approved liberalised v httphtly2syvdr,[]
256411078899159040,241049629,negative,Fabio Capello (Russia's head-coach) wishes Cristiano's injury was more serious. (Russia will play against Portugal tomorrow in the WCQ),fabio capello russia headcoach wish cristianos injury serious russia play portugal tomorrow wcq,[]
264034176049741824,20868413,neutral,"Hey Nevada tweeps remember TOMORROW is the last day for EARLY VOTING! Ready, Set & Vote! #JustDoIt!",hey nevada tweeps remember tomorrow last day early voting ready set vote justdoit,['JustDoIt']
244531843028901888,533185090,neutral,"Observers from UN, EU, CW, send to CoNi , according to this observers what the Maldivian have seen live and on TVs on 7 feb are day dream,",observer un eu cw send coni according observer maldivian seen live tv 7 feb day dream,[]
264225872226181120,140610932,objective,Amazon has opened an online store for Black Friday 22 days before the shopping event is scheduled to take place. http://on.mash.to/SBaGCN ,amazon opened online store black friday 22 day shopping event scheduled take place httponmashtosbagcn,[]
262149399956844545,21955271,negative,I think I may be the only person around not excited that Beyonce is the half time performer for the Superbowl.,think may person around excited beyonce half time performer superbowl,[]
259499296523689984,51063172,neutral,Chicago: Go see @TiffanyJ_Curtis: #lovesgotaholdonme #Sat October 27th 7p at the #HaroldWashingonCulCntr 47th & King Dr.,chicago go see tiffanyj_curtis lovesgotaholdonme sat october 27th 7p haroldwashingonculcntr 47th king dr,"['lovesgotaholdonme', 'Sat', 'HaroldWashingonCulCntr']"
264029478580260864,315555817,positive,@Strombo Happy Thursday! Enjoyed the show so much last night watched 4x. #Thankyoutimeshifting!! Have a great day my Greek!,strombo happy thursday enjoyed show much last night watched 4x thankyoutimeshifting great day greek,['Thankyoutimeshifting']
263261807177789440,529435028,objective-OR-neutral,A three-month-old boy was found abandoned at a platform of the Chhatrapati Shivaji Terminus (CST) on Saturday night. pic.twitter.com/qffIfZNN,threemonthold boy found abandoned platform chhatrapati shivaji terminus cst saturday night pictwittercomqffifznn,[]
263698581440040960,19987409,neutral,"highlight of monday was chucking a mattress down the stairs which hit eleanor around the face, causing her to fall down the stairs",highlight monday chucking mattress stair hit eleanor around face causing fall stair,[]
264227710480564224,164134582,negative,The fact that I have no plans tomorrow night & it's my last night in FL for a min <<<<<<,fact plan tomorrow night last night fl min,[]
262607686540095488,20092607,objective-OR-neutral,Boogie song of the day...Oh Ricky Martin: Que Mas Da Happy Sunday 2 everyone recovering from Halloween party hangovers https://www.youtube.com/watch?v=rTtPl32Kkvo …,boogie song dayoh ricky martin que ma da happy sunday 2 everyone recovering halloween party hangover httpswwwyoutubecomwatchvrttpl32kkvo,[]
245558175561048064,580264175,positive,Loved the hair style from Friday's Jason Wu #NYFW show? We're giving you the step-by-step to recreate the look http://ow.ly/dD8uI ,loved hair style friday jason wu nyfw show giving stepbystep recreate look httpowlydd8ui,['NYFW']
259586844138815489,99966995,neutral,Sad to say #knutsfordlitfest nearly at an end. Fantastic event last night with Michael Portillo. Last event tomorrow with Charles Dickens.,sad say knutsfordlitfest nearly end fantastic event last night michael portillo last event tomorrow charles dickens,['knutsfordlitfest']
264206000930816000,385766013,positive,Dad: what are you going to do in Athens tomorrow? Me: Nothing. Dad: Oh. Ok. Have fun. I like my Father.,dad going athens tomorrow nothing dad oh ok fun like father,[]
264110168906813440,403512199,negative,Don't be surprised if we end up waiting until November 16th to find out who the next POTUS is... #OhioProvisionalBallot http://www.newsmax.com/Newsfront/ohio-provisional-ballots-delay/2012/11/01/id/462413 …,dont surprised end waiting november 16th find next potus ohioprovisionalballot httpwwwnewsmaxcomnewsfrontohioprovisionalballotsdelay20121101id462413,['OhioProvisionalBallot']
263897283618287617,452667901,negative,Rugby tonight and it's like freezing omg I may die,rugby tonight like freezing omg may die,[]
255886946117758977,131767662,neutral,No wonder @TreySongz coming here the 21st of Nov cause he got Soul Train the 25th,wonder treysongz coming 21st nov cause got soul train 25th,[]
264166045626015744,419982827,objective,you going to rugby practice on sunday #somethingISayAlot,going rugby practice sunday somethingisayalot,['somethingISayAlot']
264211285619662848,611533678,positive,"Asia stocks mostly up on US, China data: Asian stock markets advanced Friday as a batch of upbeat economic data from the U.S. and Chi...",asia stock mostly u china data asian stock market advanced friday batch upbeat economic data u chi,[]
264167911315357696,608467920,positive,"Breaking Dawn is coming out on the 16th , yayyy",breaking dawn coming 16th yayyy,[]
250596219481620480,318668071,objective-OR-neutral,Dive deep into the worlds of Stefan Struve and Stipe Miocic leading to their Fuel TV main event this Saturday. http://ow.ly/dXfdG ,dive deep world stefan struve stipe miocic leading fuel tv main event saturday httpowlydxfdg,[]
259815597368553474,107155690,objective-OR-neutral,I'm pretty sure Bill O'Brien has gone for it on 4th down more in one season than Paterno did his entire career.,im pretty sure bill obrien gone 4th one season paterno entire career,[]
257971515776176129,600221890,objective-OR-neutral,The painting project continues today and is to be completed on Nov 10 and 17. Please join Coni in partnering to give back to the community.,painting project continues today completed nov 10 17 please join coni partnering give back community,[]
256901565561057281,48053746,positive,Celebrate the Chinese New Year in #Shanghai (around February) and see a dragon dance during the Spring Festival! Amazing experience!,celebrate chinese new year shanghai around february see dragon dance spring festival amazing experience,['Shanghai']
263475218968883200,542605095,objective-OR-neutral,If anyone wants to go to the duke game Saturday with the kershaw county Clemson club please inbox me!,anyone want go duke game saturday kershaw county clemson club please inbox,[]
259200444516159488,36071917,neutral,Heavy rain over parts of NE. Some showers in CNY. Any sun? How about the weekend? Your forecast FIRST at 4am on NBC-3! http://ow.ly/i/12q3Q ,heavy rain part ne shower cny sun weekend forecast first 4am nbc3 httpowlyi12q3q,[]
263328636923441152,141049123,objective-OR-neutral,##$$## Black Friday Deals Olympus OM-D E-M5 Digital Camera - Black - with Olympus 12-50mm f/3.5-5.6 EZ Zoom Lens - B... http://bit.ly/Rn9Ncu ,black friday deal olympus omd em5 digital camera black olympus 1250mm f3556 ez zoom lens b httpbitlyrn9ncu,[]
260166994014384128,426828963,positive,@Roanmair You beat them 5-1 in the San Siro but Terry Henrys 3rd goal is world class. #NeverMindPires!,roanmair beat 51 san siro terry henry 3rd goal world class nevermindpires,['NeverMindPires']
264228302347190272,111004560,negative,"Niggas is goin die on December 26th when them foams come out .. lol rs .. niggas goin rob you & be like ""da shoes or ya life nigga"" lol",nigga goin die december 26th foam come lol r nigga goin rob like da shoe ya life nigga lol,[]
264169560050106368,21712997,negative,just bought my 1st Heineken beer in Las Vegas. ps I've lived here for 5 yrs ~what took me so long! pic.twitter.com/WxVoBdek,bought 1st heineken beer la vega p ive lived 5 yr took long pictwittercomwxvobdek,[]
260627126741512192,161903472,neutral,"20 June 2012, out European Tour party drove the fabulous road from Davos to Stelvio. This is the last little bit... http://fb.me/1ZkWMVySv ",20 june 2012 european tour party drove fabulous road davos stelvio last little bit httpfbme1zkwmvysv,[]
263033339252981760,301721146,objective,Join us THIS THURSDAY for the Introduction to our Dramatic Reading of Charles Dickens's A Christmas Carol. 11/1 6-7pm.,join u thursday introduction dramatic reading charles dickens christmas carol 111 67pm,[]
264125293843853312,613538581,positive,"@thementalistcbs Can't wait for the new series, starts on Sunday over here in Britain, #redjohn",thementalistcbs cant wait new series start sunday britain redjohn,['redjohn']
264160982186733569,15099910,positive,"Published a new blog entry November 18 - ""Otherwise Known as Sheila the Great"" in Art in the County. http://bit.ly/SAifbK ",published new blog entry november 18 otherwise known sheila great art county httpbitlysaifbk,[]
217031985107963904,603625724,positive,Dr. Mohamed Morsi announced as Egypt's first elected President after the glorious 25th of Jan Revolution. Congratulations,dr mohamed morsi announced egypt first elected president glorious 25th jan revolution congratulation,[]
263252405561487360,789477764,positive,Northern Lights Sale on Thursday; great pedigrees all the way through the catalogue! Genomics the full packages! View catalogue online!,northern light sale thursday great pedigree way catalogue genomics full package view catalogue online,[]
255732290246815744,315400337,positive,Billy Cundiff may be leaving Washington. Hopefully he won't miss the door on the way out.,billy cundiff may leaving washington hopefully wont miss door way,[]
229689555350089729,162492172,positive,"I THINK Bowen and Cofield will be better in 2nd yr, and hope Jenkins will be as good as he look last preseason, but those are unhatched eggs",think bowen cofield better 2nd yr hope jenkins good look last preseason unhatched egg,[]
261130606967152640,14849504,objective,Just added a Google+ Hangout to the schedule--see YOU on November 21?! Details here: http://ht.ly/eJBeQ ,added google hangout schedulesee november 21 detail httphtlyejbeq,[]
262190619953356800,459999593,positive,@PurpleEndorphin: I WANT TANG JUN FOR CHRISTMAS. I want him on Valentines as well!!!,purpleendorphin want tang jun christmas want valentine well,[]
256769689361997824,193005562,objective-OR-neutral,We're playing with Jim White on Tuesday! Static on the Radio por favor? http://www.brightestyoungthings.com/event/jammin-java-2/jim-white-luray.htm … via @byt @jamminjava @JimSuperwhite #DCSHOWS,playing jim white tuesday static radio por favor httpwwwbrightestyoungthingscomeventjamminjava2jimwhitelurayhtm via byt jamminjava jimsuperwhite dcshows,['DCSHOWS']
264216696213090306,263862602,objective-OR-neutral,"tomorrow gonna be hell yall. though, i am going to the golden modes in chapel hill!",tomorrow gon na hell yall though going golden mode chapel hill,[]
264142833626279937,342369266,neutral,http://tinyurl.com/bchc26h  I just voted for 1ST LADY to be on Coast 2 Coast Mixtape 224 Hosted by Kendrick Lamar! @messengerlady7,httptinyurlcombchc26h voted 1st lady coast 2 coast mixtape 224 hosted kendrick lamar messengerlady7,[]
255622566180421632,177039813,negative,News Release 09 October 2012 Customers of the Negros sub-grid experienced a partial outage today at 5:45PM (cont) http://tl.gd/jj62ha ,news release 09 october 2012 customer negro subgrid experienced partial outage today 545pm cont httptlgdjj62ha,[]
256605494481936386,179199663,neutral,Look #Steelers fans I know you may be upset about Suisham missing that kick. Just know that I heard a guy named Billy Cundiff is available.,look steelers fan know may upset suisham missing kick know heard guy named billy cundiff available,['Steelers']
263771608206950400,105319506,neutral,"Oh, and for those still fellating Harry Redknapp, we went out in the 3rd round against Stoke last season. Remember that?",oh still fellating harry redknapp went 3rd round stoke last season remember,[]
263953657983291392,105243350,negative,"I do worry about the mentality of the average tweeter when I see Jeremy Kyle, and ""Christmas"" trending on November 1st...",worry mentality average tweeter see jeremy kyle christmas trending november 1st,[]
263610308587827201,486976879,positive,@DiscoveryUK #Halloween Good .. And who is the 3rd? Valentine's day? Or ?,discoveryuk halloween good 3rd valentine day,['Halloween']
264048475182882816,45227376,negative,"@MostDumbestLaws: A betrayed wife is legally allowed to kill her adulterous husband, but may only do so with her bare hands. (Hong Kong)",mostdumbestlaws betrayed wife legally allowed kill adulterous husband may bare hand hong kong,[]
264117710437351424,371164203,positive,"Russell Howard, then Cuckoo, then Celebrity Juice, then Family Guy, Thursday night is the best night for comedy",russell howard cuckoo celebrity juice family guy thursday night best night comedy,[]
256978417193467904,353749690,objective-OR-neutral,A round-up of Friday's World Cup qualifiers as Fabio Capello's Russia beat Portugal and Sweden edge past the Faroes,roundup friday world cup qualifier fabio capellos russia beat portugal sweden edge past faroes,[]
261899405249110017,33438978,positive,"hey @kcrw members, did you miss your shot at Leonard Cohen tix this morning on @mbeKCRW? @anne_litt will have more for you on Sunday!",hey kcrw member miss shot leonard cohen tix morning mbekcrw anne_litt sunday,[]
259655676547182592,57935129,objective-OR-neutral,"The ambition of Nadal, the knees of Ena Sharples and the liver of George Best. My recipe for Saturday tennis. #5-7 5-7",ambition nadal knee ena sharples liver george best recipe saturday tennis 57 57,['5']
261271791769636864,242368565,positive,Gonna ride the Love Train tomorrow..dig it ...Soul Train...Ojays. .bad ass...do it... https://www.youtube.com/watch?v=yaNMQg2nYT4&feature=youtube_gdata_player …,gon na ride love train tomorrowdig soul trainojays bad assdo httpswwwyoutubecomwatchvyanmqg2nyt4featureyoutube_gdata_player,[]
261971302288601088,468071218,positive,"I wish I was out MD I wanna bear on Negros shit is fun , going out Sunday to Ross snighter Sunday Finna pop off on TWL",wish md wan na bear negro shit fun going sunday ross snighter sunday finna pop twl,[]
254286383747846145,9234172,negative,"Nick Diaz said he would ""fight GSP tomorrow if the UFC asked"". Except, you know, they wouldn't... because you're suspended...",nick diaz said would fight gsp tomorrow ufc asked except know wouldnt youre suspended,[]
251749732202979328,565910644,positive,"first tweet ever, loving san diego! Busy day like always and ready for @UFC on Fuel TV tomorrow.",first tweet ever loving san diego busy day like always ready ufc fuel tv tomorrow,[]
251230219342602240,106422218,neutral,We're thinking of running on the Australia Day weekend in January. Is this a good or bad idea?,thinking running australia day weekend january good bad idea,[]
263784526701031425,297782292,objective-OR-neutral,New Music: Bruno Mars- Young Girls: If you watched Bruno Mars on Saturday Night Live then you may have caught h... http://bit.ly/W8iPSD ,new music bruno mar young girl watched bruno mar saturday night live may caught h httpbitlyw8ipsd,[]
263068416548675585,77898694,positive,<--- New Icon. I may just be changing icons a lot as long as Jennette uploads pics cause she is just too beautiful,new icon may changing icon lot long jennette uploads pic cause beautiful,[]
263800990535405568,239239553,objective-OR-neutral,I think the last timw I went trick or treating was probably in the 5th grade. I dress up as Avril Lavigne! I was obsessed with her back then,think last timw went trick treating probably 5th grade dress avril lavigne obsessed back,[]
216933796736536577,473804158,positive,Dr. Mohammed Morsi announced as Egypt's first elected President after the glorious 25th of Jan Revolution.... http://fb.me/1RmJY8goH ,dr mohammed morsi announced egypt first elected president glorious 25th jan revolution httpfbme1rmjy8goh,[]
263588176621342720,20668288,objective,Aston Villa midfielder Karim El Ahmadi will miss Saturday's trip to Sunderland through suspension following his fifth booking of the season.,aston villa midfielder karim el ahmadi miss saturday trip sunderland suspension following fifth booking season,[]
263836633751769090,303738017,positive,@BenThePCGuy Only you can answer before I try! There's on WP8 a way to call 3rd p. apps? Like Intents on Android. I wanna switch to WP!,benthepcguy answer try there wp8 way call 3rd p apps like intent android wan na switch wp,[]
245212773708070914,122547094,negative,Protest against the Mitch Daniels Purdue Presidential nomination tomorrow @ Loeb Theater 2:30 pm. Bring a friend! #SOAPurdue,protest mitch daniel purdue presidential nomination tomorrow loeb theater 230 pm bring friend soapurdue,['SOAPurdue']
216948978137305088,156942724,positive,Dr. Mohamed Morsi announced as Egypt's 1st elected President after the glorious 25th of Jan Revolution. Congratulations to #Egypt!,dr mohamed morsi announced egypt 1st elected president glorious 25th jan revolution congratulation egypt,['Egypt']
263950048587558912,876576476,objective-OR-neutral,Mainland police repatriate wanted fugitives to Taiwan: Police on the Chinese mainland on Thursday repatriated 10... http://bit.ly/Y5ziFa ,mainland police repatriate wanted fugitive taiwan police chinese mainland thursday repatriated 10 httpbitlyy5zifa,[]
264145749829369858,401605092,negative,This Thursday Night Football game sucks. But Go Chiefs! I just want to see hot head Rivers explode on the sideline tonight.,thursday night football game suck go chief want see hot head river explode sideline tonight,[]
262806756244197376,59796215,neutral,"#saphila +1500 people in the Superbowl at Sun City to ""discover"" How to help ""Africa Run like Never Before""",saphila 1500 people superbowl sun city discover help africa run like never,['saphila']
240039164383469568,353369202,positive,Nebraska placed a nation-leading nine players on the first-ever Senior Bowl watch list released Saturday... http://fb.me/1hnrA8hGs ,nebraska placed nationleading nine player firstever senior bowl watch list released saturday httpfbme1hnra8hgs,[]
237426623908040704,153293907,positive,"Playing @garbage all day to prep for tomorrow's concert at Fort Canning. Go, baby, go go!",playing garbage day prep tomorrow concert fort canning go baby go go,[]
261217201871273984,455721191,objective-OR-neutral,"#FavouriteMovieQuotes ""After all, tomorrow is another day!"" Bill Murray, Groundhog Day",favouritemoviequotes tomorrow another day bill murray groundhog day,['FavouriteMovieQuotes']
264157719248904193,22315968,positive,@TheReidReport & if the POTUS wins 2nd term isn't that NJ gov gonna go back to bashing him when his state is in better shape (2/2),thereidreport potus win 2nd term isnt nj gov gon na go back bashing state better shape 22,[]
264169249101209600,297691008,neutral,Watching Kentucky all access makes me want it to be Monday,watching kentucky access make want monday,[]
257906246961737728,29951860,negative,"Watching my favourite @Oprah behind the scenes (for the 4th time) when Jennifer Hudson goes AWOL. 'Excuse me, what the hell is going on?!'",watching favourite oprah behind scene 4th time jennifer hudson go awol excuse hell going,[]
256340531733471232,27226611,positive,"Fabio Capello: ""From what I've seen these days I can assure you Russia are capable of getting a good result vs Portugal tomorrow"".",fabio capello ive seen day assure russia capable getting good result v portugal tomorrow,[]
263917696557670400,40776143,objective,"When ""columbus"" shoots Bill Murray in zombieland it may be one of the funniest things ever.",columbus shoot bill murray zombieland may one funniest thing ever,[]
230822787420393472,182206138,positive,Photo: Fab find! Jason Wu satin scarlet clutch at Off 5th! Whoop whoop! (Taken with Instagram) http://tmblr.co/Zc_EFxQZwYs5 ,photo fab find jason wu satin scarlet clutch 5th whoop whoop taken instagram httptmblrcozc_efxqzwys5,[]
263818614442962944,562543331,negative,Time for James Harden (34 Points) to step aside and let Jeremy Lin Takeover the 4th #Linsanity #Sarcasm,time james harden 34 point step aside let jeremy lin takeover 4th linsanity sarcasm,"['Linsanity', 'Sarcasm']"
264041940939595776,396481990,neutral,Poland criticize the 18th amendment. The new frame has been opened. None of the topic was on that earlier. #UPRLKA,poland criticize 18th amendment new frame opened none topic earlier uprlka,['UPRLKA']
259990516538695680,24993165,objective-OR-neutral,"Well-said! RT@TarHeelNation9: ""@KButter5: dook football, even the sun shines on a dog's a$$ some days. #UNC""",wellsaid rttarheelnation9 kbutter5 dook football even sun shine dog day unc,['UNC']
247041684788084736,418774015,positive,@BYS1981 @theohioraider2 I remember 1st seeing Veldheer @ the senior bowl thinking this kid can ball. Fortunately we got him,bys1981 theohioraider2 remember 1st seeing veldheer senior bowl thinking kid ball fortunately got,[]
226663744950902784,19948562,positive,Success Saturday- Having a great time at the 4th Annual Girlfriend Group Celebration! @Cheryl Wood @Chere Cofield @Vanessa Maddox,success saturday great time 4th annual girlfriend group celebration cheryl wood chere cofield vanessa maddox,[]
262637590782570496,35138154,neutral,"If @cmpunk holds the WWE Title until the Royal Rumble, he will have held the title for 434 days. Making him the 6th longest reign...",cmpunk hold wwe title royal rumble held title 434 day making 6th longest reign,[]
259860626350944256,26936386,positive,"SAG For Life: Stacey, April, Gabriel irieapril #mrandmrscheek happy wedding day Gabe! @ North Star Ballroom http://instagr.am/p/RB4no8v15e/ ",sag life stacey april gabriel irieapril mrandmrscheek happy wedding day gabe north star ballroom httpinstagramprb4no8v15e,['mrandmrscheek']
263431525859721216,85355282,objective,"Victor Cruz said Tuesday that his agent and the @Giants have ""agreed on the structure"" of a new contract. @ProFootballTalk @NFL @ESPNFantasy",victor cruz said tuesday agent giant agreed structure new contract profootballtalk nfl espnfantasy,[]
259777713429164032,16038311,positive,"The best thing about Walking Dead returning is it means Spartacus will be back soon too! (Dammit, Starz site says January)",best thing walking dead returning mean spartacus back soon dammit starz site say january,[]
264014836009140225,270368047,positive,"Thanks to Jesus, CVS, My Mom & My Mary...I was able to kick this flu in 1 week! Now to make it w/out My MaryJane until Monday! #struggles",thanks jesus cv mom maryi able kick flu 1 week make wout maryjane monday struggle,['struggles']
252247423743819778,116235612,neutral,Tip to Apple CEO: u may want to stop outsourcing your mapping apps to China. While UR @ it how bout bring all those manufacturing jobs back.,tip apple ceo u may want stop outsourcing mapping apps china ur bout bring manufacturing job back,[]
261902296210886656,26060394,positive,@923NowFM @jenniferhudson just saw jennifer Hudson on 26th street she looks great!! Super skinny,923nowfm jenniferhudson saw jennifer hudson 26th street look great super skinny,[]
261132276136566785,93946096,negative,NFL Commissioner Roger Goodell says he may cancel the Pro Bowl: http://bit.ly/VoRvt7  Would you care if there was no Pro Bowl?,nfl commissioner roger goodell say may cancel pro bowl httpbitlyvorvt7 would care pro bowl,[]
264058381835333632,93834352,neutral,Join Phil on November 8 at the Better Software East Conference in Orlando where he'll be speaking on How to... http://fb.me/AUyalLQA ,join phil november 8 better software east conference orlando hell speaking httpfbmeauyallqa,[]
247438220864929793,247586776,objective,"Pacino to play Paterno in bio film coming out soon. This will mark Pacino's 2nd film with the phrase, ""Say hello to my little friend.""",pacino play paterno bio film coming soon mark pacinos 2nd film phrase say hello little friend,[]
257345384974794752,120828505,negative,"I swear if tomorrow any Niner fans start tweeting about Kyle Williams tomorrow, best believe I'm gonna put you on check.",swear tomorrow niner fan start tweeting kyle williams tomorrow best believe im gon na put check,[]
264176090082336768,62098421,positive,recap. I saw Bad 25 on Tuesday. The Spike Lee Documentary on Michael Jackson. It was beyond amazing. && it was only showing for 6 days.,recap saw bad 25 tuesday spike lee documentary michael jackson beyond amazing showing 6 day,[]
257303224950870016,27293230,objective-OR-neutral,Got #Revenge on the mind? Niners host Giants in NFC Championship rematch tomorrow! Score last minute tix here: http://tiqiq.us/FJr ,got revenge mind niner host giant nfc championship rematch tomorrow score last minute tix httptiqiqusfjr,['Revenge']
262986191681499139,202133848,positive,"Harry Styles rocking Lyle and Scott. he may only be 10...but be honest, you wish you had his life.. @Lyle_and_Scott pic.twitter.com/W8J9sTx1",harry style rocking lyle scott may 10but honest wish life lyle_and_scott pictwittercomw8j9stx1,[]
264091046722560000,372433268,objective-OR-neutral,My Thursday nights aren't the same with Waterloo Road to look forward to...,thursday night arent waterloo road look forward,[]
223503248856854531,69932619,positive,"February 13th, the day before and best buddy to valentines day, Desperation Day",february 13th day best buddy valentine day desperation day,[]
258589252147892224,111666189,negative,We're experiencing some issues with Fuel TV (Ch 39). Should be back up Friday or Monday.,experiencing issue fuel tv ch 39 back friday monday,[]
264223821987463169,560091707,objective,"Blog Post: Vice President Joe Biden to Present the Top Ten List on CBS's ""Late Show with David Letterman,"" Thursday,... http://dlvr.it/2QJk68 ",blog post vice president joe biden present top ten list cbss late show david letterman thursday httpdlvrit2qjk68,[]
250284668753170432,100928046,positive,KPop: Will Psy be the first Korean to win a Grammy?: Psy may qualify for the upcoming Grammy Awards. Gangnam Sty... http://bit.ly/ULqgvn ,kpop psy first korean win grammy psy may qualify upcoming grammy award gangnam sty httpbitlyulqgvn,[]
264151424194191360,613425318,positive,"Sticks and stones may break my bones, but Rugby does it better!",stick stone may break bone rugby better,[]
